name,description,platforms,technique_id,technique_name
Microsoft Workflow Compiler with w3wp Ancestry,Detects the misuse of Microsoft Workflow Compiler for injecting and executing unsigned code.,windows,T1027.004,Obfuscated Files or Information: Compile After Delivery
Microsoft Workflow Compiler with w3wp Ancestry,Detects the misuse of Microsoft Workflow Compiler for injecting and executing unsigned code.,windows,T1127,Trusted Developer Utilities Proxy Execution
Masquerading as Tanium Client,This signal detects when a process is running named TaniumClient.exe and is not executing out of the expected Tanium Client directory. Note if you install the Tanium client in a nonstandard directory this signal may need to be edited.,windows,T1036,Masquerading
Masquerading as Tanium Client,This signal detects when a process is running named TaniumClient.exe and is not executing out of the expected Tanium Client directory. Note if you install the Tanium client in a nonstandard directory this signal may need to be edited.,windows,T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
DE_DisableDefender_RegKey,Changing the registry key pertaining to Windows Defender to evade detection and disable the tool.,windows,,
Disable Tanium ETW,Detects the use of logman to disable the Tanium ETW session.,windows,T1562,Impair Defenses
Disable Tanium ETW,Detects the use of logman to disable the Tanium ETW session.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
DE_RAS_RadminViewer_Usage,"Detection on the install or usage of the Radmin Viewer, which is a single component of Radmin.",windows,,
Netsh WLAN Discovery,Detects the use of netsh.exe to create a wireless network report. An attacker can use this technique to discover what networks are available.,windows,T1018,Remote System Discovery
Netsh WLAN Discovery,Detects the use of netsh.exe to create a wireless network report. An attacker can use this technique to discover what networks are available.,windows,T1016,System Network Configuration Discovery
DE_PowerShell Command Line iwr,Detects execution of the PowerShell script interpreter with the iwr abbreviation for the WebRequest argument. This can be used to retrieve remote malicious code.,windows,T1059,Command and Scripting Interpreter
DE_PowerShell Command Line iwr,Detects execution of the PowerShell script interpreter with the iwr abbreviation for the WebRequest argument. This can be used to retrieve remote malicious code.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
DE_PowerShell Command Line iwr,Detects execution of the PowerShell script interpreter with the iwr abbreviation for the WebRequest argument. This can be used to retrieve remote malicious code.,windows,T1105,Ingress Tool Transfer
DE_Powershell_XORHammer,Detection of powershell being executed with the -bxor flag. Which is seen as an obfuscation method,windows,T1001,Data Obfuscation
DE_RemCom_Execution,"RemCom is a small (10KB upx packed) remoteshell / telnet replacement that lets you execute processes on remote windows systems, copy files on remote systems, process there output and stream it back. It allows execution of remote shell commands directly with full interactive console without having to install any client software. On local machines it is also able to impersonate so can be used as a silent replacement for Runas command.",windows,T1210,Exploitation of Remote Services
Chkconfig Disable Ipchains,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1562,Impair Defenses
Chkconfig Disable Ipchains,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1562.004,Impair Defenses: Disable or Modify System Firewall
Chkconfig Disable Ipchains,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1059,Command and Scripting Interpreter
Chkconfig Disable Ipchains,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
DE_File_Creation_In_WindowsData_ProgramData_Folder,"Detects file creation events in C:\ProgramData\WindowsData
used in attacks such as Silver Fox",windows,,
DE_MSI_Download,Detection of an MSI/MSP installer being downloaded to the user's downloads directory. ,windows,,
SSH Proxy using ProxyCommand,Detects common commands that are used to proxy a connection using the ssh proxycommand feature.,linux,T1041,Exfiltration Over C2 Channel
SSH Proxy using ProxyCommand,Detects common commands that are used to proxy a connection using the ssh proxycommand feature.,linux,T1059,Command and Scripting Interpreter
SSH Proxy using ProxyCommand,Detects common commands that are used to proxy a connection using the ssh proxycommand feature.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
SSH Proxy using ProxyCommand,Detects common commands that are used to proxy a connection using the ssh proxycommand feature.,linux,T1008,Fallback Channels
DE_NgrokTunnelling,Detects use of ngrok to listen for RDP connections on the internet. This technique can be used by attackers to bypasses network restrictions by tunneling malicious connections.,windows,T1008,Fallback Channels
DE_NgrokTunnelling,Detects use of ngrok to listen for RDP connections on the internet. This technique can be used by attackers to bypasses network restrictions by tunneling malicious connections.,windows,T1021,Remote Services
DE_NgrokTunnelling,Detects use of ngrok to listen for RDP connections on the internet. This technique can be used by attackers to bypasses network restrictions by tunneling malicious connections.,windows,T1021.001,Remote Services: Remote Desktop Protocol
DE_WscriptVBSShell,"This Action demonstrates WMIEXEC.VBS being used to open a shell via SMB. One of the prominent tools used by APT10 is the VBS version of WMIEXEC, a remote execution tool for Windows that relies on WMI. However, the version used exclusively by APT10 is a complete overhaul of the tool with many additional features. APT10's modifications were largely made to facilitate reconnaissance, lateral movement, and security tools detection and evasion.

",windows,T1047,Windows Management Instrumentation
CVE-2024-43560 GrimResource,This signal detects potential code execution in the Microsoft Management Console using the GrimResource vulnerability CVE-2024-43560. By referencing a vulnerable APDS library in an MSC file an attacker can execute arbitrary javascript in a MMC process.,windows,T1218,System Binary Proxy Execution
CVE-2024-43560 GrimResource,This signal detects potential code execution in the Microsoft Management Console using the GrimResource vulnerability CVE-2024-43560. By referencing a vulnerable APDS library in an MSC file an attacker can execute arbitrary javascript in a MMC process.,windows,T1211,Exploitation for Defense Evasion
DE_GraphicalProton,"detects system information collection activities used by graphical proton. 

Source : Recorded Future",windows,,
Disable Windows Defender,Detects the modification of the Windows Defender DisableAntiSpyware setting in the registry.,windows,T1562,Impair Defenses
Disable Windows Defender,Detects the modification of the Windows Defender DisableAntiSpyware setting in the registry.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
Disable Windows Defender,Detects the modification of the Windows Defender DisableAntiSpyware setting in the registry.,windows,T1112,Modify Registry
Base64 Encoded DNS Query,Detects DNS queries that contain a double equals which base64 uses for padding when encoding a string.,"windows,linux,mac",T1048,Exfiltration Over Alternative Protocol
Base64 Encoded DNS Query,Detects DNS queries that contain a double equals which base64 uses for padding when encoding a string.,"windows,linux,mac",T1048.003,Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted Non-C2 Protocol
Base64 Encoded DNS Query,Detects DNS queries that contain a double equals which base64 uses for padding when encoding a string.,"windows,linux,mac",T1071,Application Layer Protocol
Base64 Encoded DNS Query,Detects DNS queries that contain a double equals which base64 uses for padding when encoding a string.,"windows,linux,mac",T1071.004,Application Layer Protocol: DNS
Unsigned Process Creating a Binary,"Detects an unsigned process creating a binary on disk, which may be a sign of attack activity.",windows,T1036,Masquerading
Unsigned Process Creating a Binary,"Detects an unsigned process creating a binary on disk, which may be a sign of attack activity.",windows,T1036.001,Masquerading Mitigation: Invalid Code Signature
